VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount,total_amount,buildingid_pickup,buildingid_dropoff,buildingtext_pickup,buildingtext_dropoff
VTS,2009-04-25 17:17:00 +00:00,2009-04-25 17:21:00 +00:00,1,0.66000000000000003,-73.992397999999994,40.752262000000002,-73.987397999999999,40.760421999999998,4.0999999999999996,0,4.0999999999999996,732290,0,"POLYGON ((-73.9921646988254 40.7524159888633,-73.9923182171282 40.7522050350383,-73.9923466316596 40.7522169929437,-73.992362920946 40.752194610155,-73.9924290155118 40.7522224266363,-73.9925065211968 40.7522550453186,-73.9925400380241 40.7522691521146,-73.9925448584522 40.7522711803655,-73.9925273019768 40.7522953055759,-73.9925506119714 40.7523051162941,-73.9925237206087 40.7523420686029,-73.992398362597 40.7525143271305,-73.9922711331241 40.7524607727971,-73.9921646988254 40.7524159888633))",
VTS,2009-04-06 22:01:00 +00:00,2009-04-06 22:06:00 +00:00,1,1.0900000000000001,-73.991829999999993,40.750112999999999,-73.986827000000005,40.760835,4.9000000000000004,0,5.4000000000000004,859836,717299,"POLYGON ((-73.9920951030992 40.7504884406735,-73.9920392524638 40.7504648696869,-73.9916586642752 40.7503042483297,-73.991895157502 40.7499801632149,-73.9918988797628 40.7499750621105,-73.9919247271353 40.7499396443239,-73.9920254990587 40.7498015452438,-73.9921405791602 40.7496438403326,-73.992276650149 40.7494573673454,-73.992714021712 40.7496419527514,-73.9926098123054 40.7497847636638,-73.9925892093588 40.7498129968051,-73.992547228891 40.7498705274243,-73.9925444505602 40.7498743354843,-73.9924967653074 40.749939682107,-73.9924537946147 40.7499985687886,-73.9923710766462 40.7501119262344,-73.992311433223 40.7501936620944,-73.9922675064743 40.7502538588766,-73.9922058257998 40.7503383861118,-73.9920960396861 40.7504888360599,-73.9920951030992 40.7504884406735))","POLYGON ((-73.9866275562446 40.7607386345501,-73.9867127577066 40.7606215544992,-73.9867666954076 40.7606442480202,-73.9870172762282 40.7607496769908,-73.9869123228179 40.7608939016327,-73.9868955805909 40.7608868577839,-73.9867010380204 40.760805006641,-73.9867242234308 40.760773146762,-73.9867403510125 40.7607799330208,-73.986766836745 40.7607435376715,-73.9867364230223 40.7607307416059,-73.9867257223491 40.7607454465136,-73.9867089766266 40.7607384008361,-73.9866897608878 40.7607648068147,-73.9866275562446 40.7607386345501))"
VTS,2009-04-24 07:37:00 +00:00,2009-04-24 07:45:00 +00:00,1,2.2000000000000002,-73.971635000000006,40.787047999999999,-73.983262999999994,40.759293,7.2999999999999998,0,7.2999999999999998,0,593044,,"POLYGON ((-73.9833003295812 40.7590607716671,-73.9834880812315 40.7591399954262,-73.9834895815413 40.7591406286961,-73.983531258668 40.7591582143162,-73.9835089667403 40.7591887598516,-73.9833566579613 40.7593974632472,-73.9831257283005 40.7593000202515,-73.9833003295812 40.7590607716671))"
VTS,2009-04-23 08:05:00 +00:00,2009-04-23 08:19:00 +00:00,1,2.5899999999999999,-74.007840000000002,40.731251999999998,-73.985573000000002,40.75938,10.1,0,10.1,0,71997,,"POLYGON ((-73.9853110663121 40.7592649261864,-73.9855018676917 40.7593458327945,-73.9855399710483 40.7592938775582,-73.9855426802759 40.7592901831271,-73.9856007799256 40.7592109621929,-73.9858853791058 40.7593316434411,-73.9857809599802 40.7594740220136,-73.9857661036799 40.7594942788341,-73.9857123160019 40.759567620988,-73.9854848129335 40.7594711511917,-73.9852997662384 40.7593926838582,-73.9852703280004 40.7593802009031,-73.9853110663121 40.7592649261864))"
CMT,2009-04-25 21:19:34 +00:00,2009-04-25 21:31:38 +00:00,3,2.7000000000000002,-73.953068999999999,40.775806000000003,-73.984224999999995,40.759047000000002,10.1,0,10.1,0,0,,
CMT,2009-04-14 09:57:43 +00:00,2009-04-14 10:08:57 +00:00,1,0.69999999999999996,-73.977316000000002,40.764625000000002,-73.990353999999996,40.769882000000003,6.9000000000000004,0,6.9000000000000004,724133,0,"POLYGON ((-73.9773737386661 40.7647903704104,-73.9774078429242 40.7647438435558,-73.9773147745833 40.7647044057025,-73.9773139681461 40.7647040642527,-73.9772798638428 40.7647505910797,-73.9771332226238 40.7646884525014,-73.9772602849329 40.7645151063011,-73.9772651667814 40.7645084471363,-73.9772655824328 40.7645086228166,-73.9773767591521 40.7645557338615,-73.9775315369133 40.7646213199472,-73.9775776270025 40.7646408509545,-73.9774634299051 40.7647966455927,-73.9774456846118 40.7648208557736,-73.9773737386661 40.7647903704104))",
CMT,2009-04-01 16:14:26 +00:00,2009-04-01 16:16:57 +00:00,1,0.40000000000000002,-73.988483000000002,40.774462,-73.989529000000005,40.769457000000003,4.7000000000000002,1.1699999999999999,5.8700000000000001,0,0,,
VTS,2009-04-17 22:51:00 +00:00,2009-04-17 23:08:00 +00:00,1,2.2999999999999998,-73.980772000000002,40.744509999999998,-73.993709999999993,40.766359999999999,10.1,2,12.6,641804,0,"POLYGON ((-73.9802830554699 40.7448585773184,-73.9803082248099 40.744823943636,-73.9800678388556 40.7447228906526,-73.9798224305189 40.7446197245979,-73.9797897228816 40.7446059753302,-73.9796375439942 40.7445420008446,-73.979648510149 40.7445269102907,-73.9796101402146 40.744510779932,-73.9795725510674 40.7445625010773,-73.9795568046049 40.7445558813602,-73.9794625981814 40.7445162783261,-73.9793227733068 40.7444574970471,-73.9793225033886 40.7444573835348,-73.9794530505002 40.7442777522064,-73.9795448495298 40.7441514382578,-73.9795927767765 40.7440854909441,-73.9796669010444 40.744116651682,-73.9797589382113 40.7441553428573,-73.9798456019846 40.7441917754483,-73.9798223515264 40.7442237681826,-73.9798286460652 40.7442264140735,-73.9797947114231 40.7442731066032,-73.9798790680385 40.7443085698184,-73.9799298991701 40.7443299378063,-73.9799330286061 40.7443256312279,-73.9799386111302 40.7443179499776,-73.9799413129621 40.7443142331564,-73.9801065306155 40.7443836872779,-73.9801092087512 40.7443800019665,-73.980210625061 40.7444226350161,-73.9802360117145 40.7444333076781,-73.9803469665458 40.744479950399,-73.9803417595379 40.7444871148422,-73.9803998089535 40.7445115185615,-73.9804944362387 40.7443813087497,-73.9805245879577 40.7443939839815,-73.9805988006101 40.7444251819543,-73.9806228595413 40.7443928452067,-73.9809348736912 40.7445240083518,-73.9808630506354 40.7446228405568,-73.9808592342487 40.7446280916776,-73.9807681868312 40.7447533766108,-73.9807497728651 40.7447787137921,-73.9805957161417 40.7449906996231,-73.9805947472285 40.7449920322097,-73.9802817039602 40.7448604366333,-73.9802830554699 40.7448585773184))",
VTS,2009-04-02 10:18:00 +00:00,2009-04-02 10:40:00 +00:00,1,4.75,-73.988405,40.722935,-73.989782000000005,40.770262000000002,16.5,0,16.5,0,0,,
CMT,2009-04-28 20:59:25 +00:00,2009-04-28 21:02:38 +00:00,1,0.5,-73.979749999999996,40.765371999999999,-73.988566000000006,40.769303000000001,4.0999999999999996,0,4.0999999999999996,0,0,,
CMT,2009-04-18 01:12:16 +00:00,2009-04-18 01:23:54 +00:00,1,2.2000000000000002,-73.973665999999994,40.747695,-73.989976999999996,40.767181000000001,8.9000000000000004,0,8.9000000000000004,0,0,,
CMT,2009-04-29 17:44:52 +00:00,2009-04-29 17:49:50 +00:00,1,1.6000000000000001,-74.003198999999995,40.749111999999997,-73.989413999999996,40.769551,6.0999999999999996,1.0600000000000001,7.1600000000000001,0,0,,
VTS,2009-04-08 22:15:00 +00:00,2009-04-08 22:31:00 +00:00,2,4.5,-73.988732999999996,40.719417,-73.989334999999997,40.768132999999999,13.699999999999999,0,14.199999999999999,0,0,,
CMT,2009-04-12 16:06:39 +00:00,2009-04-12 16:08:40 +00:00,1,0.5,-73.994553999999994,40.760750000000002,-73.992902999999998,40.765993000000002,3.2999999999999998,0,3.2999999999999998,0,0,,
VTS,2009-04-19 11:29:00 +00:00,2009-04-19 11:38:00 +00:00,1,3.0499999999999998,-74.006366999999997,40.733666999999997,-73.989292000000006,40.769463000000002,8.9000000000000004,2,10.9,0,0,,
DDS,2009-04-10 09:26:26 +00:00,2009-04-10 09:37:21 +00:00,1,1.6000000000000001,-73.977914999999996,40.754683999999997,-73.993714999999995,40.769770000000001,7.7000000000000002,0,7.7000000000000002,0,278979,,"POLYGON ((-73.9934344548094 40.7698830047094,-73.9934281099306 40.7698803208477,-73.9933467943796 40.7698459223559,-73.9933670715019 40.7698182177383,-73.9931831486548 40.7697404125181,-73.9933382802739 40.7695284493998,-73.9935427722765 40.7696149552926,-73.9938712451967 40.769753909197,-73.9937426761177 40.7699295814854,-73.9937161147488 40.7699658730258,-73.9934547319064 40.769855300977,-73.9934344548094 40.7698830047094))"
VTS,2009-04-04 23:13:00 +00:00,2009-04-04 23:23:00 +00:00,1,1.8899999999999999,-73.982600000000005,40.751004999999999,-73.995863,40.767288000000001,7.2999999999999998,0,7.7999999999999998,0,0,,
CMT,2009-04-26 13:48:46 +00:00,2009-04-26 13:52:23 +00:00,1,0.80000000000000004,-73.998976999999996,40.754784000000001,-73.990977000000001,40.765895,4.5,0.67000000000000004,5.1699999999999999,0,0,,
VTS,2009-04-04 04:46:00 +00:00,2009-04-04 04:50:00 +00:00,5,0.90000000000000002,-73.990921999999998,40.756055000000003,-73.993807000000004,40.767001999999998,4.5,1,6,0,0,,
VTS,2009-04-15 23:24:00 +00:00,2009-04-15 23:29:00 +00:00,1,1.8999999999999999,-74.007050000000007,40.748772000000002,-73.991943000000006,40.768886999999999,6.5,0,7,0,0,,
VTS,2009-04-19 05:13:00 +00:00,2009-04-19 05:21:00 +00:00,3,2.2400000000000002,-73.990425000000002,40.746941999999997,-73.990759999999995,40.770412999999998,7.7000000000000002,0,8.1999999999999993,1240332,185370,"POLYGON ((-73.9904713267774 40.7469220145114,-73.9901270110266 40.7473926153389,-73.9898307466664 40.7472677937951,-73.98998923096 40.7470502210335,-73.9901738964661 40.7467967020689,-73.9904713267774 40.7469220145114))","POLYGON ((-73.9907534030706 40.7707571671132,-73.990720176966 40.7707432237514,-73.9906463400434 40.7707122395692,-73.9905929009673 40.7706898144889,-73.9905712666734 40.7706807365484,-73.990433829944 40.7706230623948,-73.9902802832711 40.770558628442,-73.990200354221 40.7705250869303,-73.990085733131 40.7704769866481,-73.9900312936194 40.7704541415859,-73.9899201608093 40.7704075056586,-73.9899081747582 40.7704024752986,-73.9899113379467 40.7703981189408,-73.9899030673359 40.7703946485771,-73.9899312694574 40.7703558042339,-73.9900324034991 40.7702165087695,-73.9900727593776 40.7701609241843,-73.9901087981249 40.7701112852375,-73.9901702178829 40.7700266891069,-73.9902456468268 40.7700583419058,-73.9904702794928 40.7701526073814,-73.9906386350818 40.7702232566625,-73.9907091397537 40.7702528430022,-73.9907583312729 40.7702734855934,-73.9907696375214 40.7702782303511,-73.9908736323429 40.7703218707213,-73.9910237134887 40.7703848493029,-73.9910208726084 40.7703887626688,-73.9910255734937 40.7703907351373,-73.9909279882331 40.770525146519,-73.9907612671238 40.7707547832115,-73.9907565662207 40.7707528107324,-73.9907534030706 40.7707571671132))"
CMT,2009-04-23 09:46:39 +00:00,2009-04-23 09:48:55 +00:00,2,0.59999999999999998,-73.992823000000001,40.758594000000002,-73.991294999999994,40.765489000000002,3.7000000000000002,0,3.7000000000000002,0,0,,
VTS,2009-04-03 18:36:00 +00:00,2009-04-03 18:44:00 +00:00,5,1.3799999999999999,-74.002750000000006,40.760607,-73.993494999999996,40.769508000000002,6.0999999999999996,0,7.0999999999999996,0,0,,
DDS,2009-04-17 21:10:56 +00:00,2009-04-17 21:30:19 +00:00,1,6,-74.003546,40.708008999999997,-73.991015000000004,40.767724999999999,16.899999999999999,0,17.399999999999999,0,0,,
VTS,2009-04-18 17:17:00 +00:00,2009-04-18 17:29:00 +00:00,1,2.1499999999999999,-73.997776999999999,40.745010000000001,-73.991822999999997,40.769005,8.9000000000000004,0,8.9000000000000004,0,42005,,"POLYGON ((-73.9914755762902 40.769364108142,-73.9915388819358 40.7692771241775,-73.991708604411 40.7690439187308,-73.9918242729824 40.7688849845318,-73.9919248695016 40.7689273026826,-73.992138055997 40.7690169823583,-73.9917893608712 40.7694961069087,-73.991507333222 40.7693774676544,-73.9914755762902 40.769364108142))"
VTS,2009-04-14 14:20:00 +00:00,2009-04-14 14:35:00 +00:00,1,3.6299999999999999,-73.996880000000004,40.725560000000002,-73.996264999999994,40.767164999999999,12.1,2,14.1,0,0,,
CMT,2009-04-21 21:14:29 +00:00,2009-04-21 21:28:30 +00:00,2,3.8999999999999999,-73.997698999999997,40.725932999999998,-73.992756999999997,40.769928999999998,12.1,2.52,14.619999999999999,0,0,,
CMT,2009-04-30 01:16:39 +00:00,2009-04-30 01:26:48 +00:00,2,2.8999999999999999,-73.971507000000003,40.757164000000003,-73.976179999999999,40.785640999999998,9.6999999999999993,0,9.6999999999999993,809050,0,"POLYGON ((-73.9710720969674 40.7574916371396,-73.9709571605268 40.7574432321885,-73.9709134702069 40.7574248328521,-73.9709534337086 40.7573699625557,-73.9710505492699 40.7572366213014,-73.9710874862117 40.7571859069278,-73.9709502434568 40.7571281086013,-73.9709361063289 40.7571221544977,-73.970850917754 40.7570862775621,-73.9710250563315 40.7568471833571,-73.9712846639192 40.7569565138527,-73.9715793915102 40.7570806342223,-73.9717335247619 40.7571455445325,-73.9715501454847 40.7573973301346,-73.971472274044 40.7575042485523,-73.971276995447 40.7574220100318,-73.9711590006533 40.7573723185977,-73.9710720969674 40.7574916371396))",
CMT,2009-04-07 12:16:17 +00:00,2009-04-07 12:28:20 +00:00,2,2.1000000000000001,-73.970823999999993,40.763769000000003,-73.976274000000004,40.785733,8.9000000000000004,0,8.9000000000000004,272833,0,"POLYGON ((-73.9705972869538 40.7639634706179,-73.9707700757055 40.7637261867036,-73.9708890867999 40.7637762875727,-73.9710553758122 40.7638462896424,-73.9708825877654 40.7640835739804,-73.9706086001627 40.7639682326693,-73.9706020045403 40.7639654565331,-73.9705972869538 40.7639634706179))",
CMT,2009-04-03 17:49:32 +00:00,2009-04-03 17:56:26 +00:00,1,1.2,-73.957432999999995,40.774405999999999,-73.973436000000007,40.784509999999997,7.0999999999999996,0,7.0999999999999996,0,0,,
VTS,2009-04-22 16:04:00 +00:00,2009-04-22 16:14:00 +00:00,1,1.3899999999999999,-73.954577,40.777994999999997,-73.975403,40.78537,6.9000000000000004,1,8.9000000000000004,0,0,,
VTS,2009-04-28 18:42:00 +00:00,2009-04-28 18:44:00 +00:00,5,0.62,-73.967186999999996,40.793312,-73.972700000000003,40.785662000000002,3.7000000000000002,0,4.7000000000000002,0,0,,
VTS,2009-04-15 18:36:00 +00:00,2009-04-15 19:00:00 +00:00,1,7.8600000000000003,-74.001351999999997,40.707332999999998,-73.972193000000004,40.78481,20.899999999999999,0,21.899999999999999,0,0,,
CMT,2009-04-02 20:22:29 +00:00,2009-04-02 20:41:30 +00:00,2,4,-73.988596000000001,40.737054000000001,-73.970252000000002,40.784089999999999,14.199999999999999,0,14.199999999999999,0,0,,
VTS,2009-04-03 22:13:00 +00:00,2009-04-03 22:27:00 +00:00,5,3.8500000000000001,-73.979732999999996,40.743586999999998,-73.976692999999997,40.785297,11.699999999999999,2,14.199999999999999,0,0,,
VTS,2009-04-23 13:45:00 +00:00,2009-04-23 13:57:00 +00:00,5,1.6699999999999999,-73.955730000000003,40.779724999999999,-73.975431999999998,40.784663000000002,8.0999999999999996,0,8.0999999999999996,578306,778092,"POLYGON ((-73.9559920952719 40.7798302112586,-73.9558373836227 40.780041920447,-73.955817052153 40.7800697417696,-73.9561541507251 40.7802120850128,-73.9560310179165 40.780380581462,-73.9559809829928 40.7804490491413,-73.9554245436102 40.780214085171,-73.9552722050953 40.7801497573115,-73.9554553121101 40.7798991968954,-73.9556088484124 40.7796890996611,-73.955620419799 40.7796732651862,-73.9559015149432 40.7797919620232,-73.9559920952719 40.7798302112586))","POLYGON ((-73.9753771039242 40.7847299132823,-73.975463428498 40.7846116013128,-73.9755177430657 40.7846344973052,-73.9754314185592 40.7847528084144,-73.9753771039242 40.7847299132823))"
CMT,2009-04-22 14:58:22 +00:00,2009-04-22 15:18:55 +00:00,1,3.7000000000000002,-73.977715000000003,40.751894,-73.971855000000005,40.785679000000002,13.300000000000001,1.99,15.289999999999999,0,69704,,"POLYGON ((-73.9718093486489 40.785737283521,-73.971900411981 40.7856122882739,-73.9719203840125 40.78558487468,-73.9720283348171 40.7856303105074,-73.9720095186034 40.7856561386178,-73.9719173008095 40.7857827194517,-73.9718093486489 40.785737283521))"
CMT,2009-04-29 12:08:03 +00:00,2009-04-29 12:22:36 +00:00,1,2.6000000000000001,-73.958186999999995,40.816203000000002,-73.975907000000007,40.784714000000001,10.5,0,10.5,0,0,,
CMT,2009-04-21 17:21:18 +00:00,2009-04-21 17:38:32 +00:00,2,3.1000000000000001,-73.993264999999994,40.751956999999997,-73.975399999999993,40.784590000000001,11.699999999999999,0,11.699999999999999,0,50205,,"POLYGON ((-73.9751867575824 40.7845660100244,-73.9752382990169 40.7844953704735,-73.9754184109698 40.7845712951836,-73.9754065091735 40.7845876079282,-73.9753670794688 40.7846416494001,-73.9753279992586 40.7846251753729,-73.9753078023355 40.7846342327925,-73.9752694464278 40.784686802141,-73.975318917418 40.7847076566512,-73.9752917450271 40.7847448982662,-73.9752751160878 40.7847676881899,-73.9752714285366 40.7847727428132,-73.975258759905 40.7847674028227,-73.9750913150216 40.7846968178755,-73.9751368328249 40.7846344346669,-73.9751871494926 40.7846556460149,-73.9752273106962 40.7846006043049,-73.9752268043028 40.7845828913341,-73.9751867575824 40.7845660100244))"
VTS,2009-04-05 23:19:00 +00:00,2009-04-05 23:27:00 +00:00,1,1.8400000000000001,-73.985460000000003,40.763350000000003,-73.975418000000005,40.785907999999999,7.2999999999999998,0,7.7999999999999998,0,146586,,"POLYGON ((-73.9753077612382 40.7859845497471,-73.9753080860225 40.7859841067701,-73.9752159783346 40.785945102502,-73.9752148522559 40.7859466385148,-73.9752122314554 40.7859502138413,-73.9751107872 40.7859072551808,-73.975158531786 40.7858421187232,-73.9752146566547 40.7857655494835,-73.9753096769158 40.7858057871639,-73.9753166550195 40.785796266759,-73.9753204941641 40.7857978929859,-73.9754168057024 40.7858386774585,-73.9754197824944 40.7858399378946,-73.9754128044011 40.7858494574052,-73.9755095164515 40.7858904111797,-73.9754516683306 40.785969333204,-73.9754056474292 40.7860321180404,-73.9753043403328 40.7859892181126,-73.9753077612382 40.7859845497471))"
VTS,2009-04-04 19:14:00 +00:00,2009-04-04 19:15:00 +00:00,5,0.56999999999999995,-73.968000000000004,40.792217000000001,-73.973157999999998,40.785158000000003,3.2999999999999998,0,3.2999999999999998,0,0,,
