VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount,total_amount,buildingid_pickup,buildingid_dropoff,buildingtext_pickup,buildingtext_dropoff
VTS,2009-04-18 20:52:00 +00:00,2009-04-18 21:17:00 +00:00,1,11.1,-73.872936999999993,40.774149999999999,-73.985167000000004,40.760092,26.5,0,31.149999999999999,0,540234,,
CMT,2009-04-29 08:07:37 +00:00,2009-04-29 08:17:05 +00:00,1,1.3999999999999999,-73.988077000000004,40.748361000000003,-73.984908000000004,40.759779000000002,6.9000000000000004,0,6.9000000000000004,0,0,,
CMT,2009-04-09 06:52:30 +00:00,2009-04-09 07:01:33 +00:00,1,1.8999999999999999,-73.982652000000002,40.739296000000003,-73.984289000000004,40.759068999999997,7.7000000000000002,0,7.7000000000000002,0,0,,
CMT,2009-04-16 19:16:27 +00:00,2009-04-16 19:27:28 +00:00,1,2.2999999999999998,-74.005937000000003,40.735961000000003,-73.982591999999997,40.757710000000003,8.5,1,9.5,0,4447,,"POLYGON ((-73.9828817686251 40.7578992138241,-73.9827941969961 40.758019346148,-73.9826351226736 40.7579522967956,-73.9824825544781 40.7581615888648,-73.9822005867114 40.7580427393259,-73.9821895282668 40.7580380784042,-73.9820633349355 40.7579848876099,-73.9823008369442 40.7576590838265,-73.9823577236839 40.7575810466854,-73.9824450883648 40.7576178717757,-73.9827769414656 40.7577577477799,-73.9827226933171 40.7578321645913,-73.9828817686251 40.7578992138241))"
CMT,2009-04-01 01:48:06 +00:00,2009-04-01 01:49:48 +00:00,1,0.10000000000000001,-73.987380000000002,40.760347000000003,-73.984960999999998,40.760128000000002,3.3999999999999999,0,3.3999999999999999,0,0,,
CMT,2009-04-10 14:49:37 +00:00,2009-04-10 14:52:31 +00:00,1,0.29999999999999999,-73.980047999999996,40.762312000000001,-73.983313999999993,40.759081999999999,3.7000000000000002,0,3.7000000000000002,978497,593044,"POLYGON ((-73.9806185305004 40.7625296752541,-73.9805144501491 40.7626729117287,-73.9804435985737 40.7627704180382,-73.9804040467755 40.7627538033163,-73.9802321940163 40.7629903067212,-73.9796769194588 40.7627570389244,-73.9794641332739 40.7626676477489,-73.9792491273347 40.7625773237573,-73.9789926416883 40.7624695724506,-73.9788093928265 40.7623925880906,-73.9790543557091 40.7620554795404,-73.9790591459845 40.7620488869179,-73.9791561835102 40.7619153462018,-73.9791573451721 40.7619158344853,-73.9791980897965 40.7619329514337,-73.9796221534356 40.7621111028731,-73.9803490843516 40.7624164839384,-73.9806185305004 40.7625296752541))","POLYGON ((-73.9833003295812 40.7590607716671,-73.9834880812315 40.7591399954262,-73.9834895815413 40.7591406286961,-73.983531258668 40.7591582143162,-73.9835089667403 40.7591887598516,-73.9833566579613 40.7593974632472,-73.9831257283005 40.7593000202515,-73.9833003295812 40.7590607716671))"
CMT,2009-04-05 01:10:59 +00:00,2009-04-05 01:23:50 +00:00,2,2.7000000000000002,-74.007566999999995,40.725935999999997,-73.987173999999996,40.760418999999999,10.199999999999999,0,10.199999999999999,0,990431,,"POLYGON ((-73.9867127577066 40.7606215544992,-73.986725896306 40.7606035008968,-73.986733229089 40.760593425095,-73.9867360946785 40.7605894866179,-73.9867307314645 40.7605872302363,-73.9867501970895 40.7605604820872,-73.9869152195214 40.760333712464,-73.9869494570487 40.7602866631797,-73.9872593377123 40.7604170414092,-73.9872258963904 40.7604629958594,-73.9871918034898 40.7605098453287,-73.9871590716537 40.7605548254918,-73.9870172762282 40.7607496769908,-73.9867666954076 40.7606442480202,-73.9867127577066 40.7606215544992))"
CMT,2009-04-01 12:03:55 +00:00,2009-04-01 12:20:34 +00:00,1,1.3999999999999999,-73.964219999999997,40.754655,-73.983714000000006,40.760401000000002,9.6999999999999993,0,9.6999999999999993,0,0,,
CMT,2009-04-18 23:02:09 +00:00,2009-04-18 23:21:36 +00:00,1,2.3999999999999999,-73.992479000000003,40.734071,-73.985777999999996,40.761015,11.699999999999999,0,11.699999999999999,184445,379587,"POLYGON ((-73.9923539281704 40.7340819309993,-73.9923950432605 40.7340320996094,-73.9923561790896 40.7340158842902,-73.9923388369006 40.734039936607,-73.9922561344227 40.7340054308127,-73.9922582111788 40.7340025502273,-73.9922917849818 40.733955988111,-73.9922686885924 40.7339463520275,-73.9923527211953 40.733829810289,-73.9923684072116 40.7338363553214,-73.9925008027107 40.7338915939772,-73.9926131111236 40.7339384510661,-73.9924540155914 40.7341236896543,-73.9923539281704 40.7340819309993))","POLYGON ((-73.9855258325559 40.7611281299052,-73.9856806735908 40.760916188497,-73.9859823492983 40.7610436145738,-73.9859548999322 40.7610811865833,-73.9858734199947 40.7611927149121,-73.9858367432723 40.7612429162369,-73.9858275089273 40.7612555554831,-73.9856158372736 40.7611661469715,-73.9855258325559 40.7611281299052))"
VTS,2009-04-30 08:46:00 +00:00,2009-04-30 09:08:00 +00:00,1,2.3500000000000001,-73.984257999999997,40.737385000000003,-73.981269999999995,40.759641999999999,12.5,1,13.5,0,0,,
CMT,2009-04-17 19:34:34 +00:00,2009-04-17 19:42:52 +00:00,4,1.3,-74.000578000000004,40.757916999999999,-73.984983,40.761544000000001,6.5,0,6.5,0,1255907,,"POLYGON ((-73.9849143509296 40.761463132784,-73.984926170456 40.7614468775237,-73.9849324052471 40.7614494970064,-73.9851130154528 40.7615253915911,-73.9851109055485 40.7615282927438,-73.9850264878997 40.761644386545,-73.9850049942745 40.7616739446091,-73.9848244110364 40.7615980138401,-73.9848181691311 40.7615953889477,-73.9848227645137 40.7615890689123,-73.9849143509296 40.761463132784))"
VTS,2009-04-05 18:04:00 +00:00,2009-04-05 18:10:00 +00:00,1,0.84999999999999998,-73.975241999999994,40.762393000000003,-73.984127999999998,40.758425000000003,4.9000000000000004,2,6.9000000000000004,713006,751540,"POLYGON ((-73.9748470955085 40.7620473563112,-73.9749976188411 40.76211064501,-73.9753197736242 40.7622460954073,-73.9754781451538 40.7623126828043,-73.9754326475964 40.7623752446583,-73.9753691769573 40.7624625196967,-73.9753036230415 40.7625526578564,-73.9749926817866 40.7624219221944,-73.9749927576223 40.7624218186529,-73.9746726476539 40.7622872268754,-73.9748029175594 40.7621081018899,-73.9748470955085 40.7620473563112))","POLYGON ((-73.9839593582071 40.7585246939308,-73.9839167447076 40.7585067337232,-73.9839668943816 40.7584379358376,-73.9840087182749 40.758380560579,-73.984092612251 40.7582654696582,-73.9842450185565 40.7583297047066,-73.9840691513955 40.758570969002,-73.9839913583115 40.7585381807411,-73.9839593582071 40.7585246939308))"
CMT,2009-04-15 08:30:15 +00:00,2009-04-15 08:39:47 +00:00,1,1.7,-73.989166999999995,40.777538,-73.981370999999996,40.760142000000002,7.2999999999999998,0,7.2999999999999998,0,0,,
VTS,2009-04-10 23:56:00 +00:00,2009-04-11 00:08:00 +00:00,3,3.79,-73.94238,40.754112999999997,-73.987283000000005,40.759977999999997,10.9,0,11.4,0,0,,
VTS,2009-04-05 15:27:00 +00:00,2009-04-05 16:16:00 +00:00,1,19.219999999999999,-73.786507999999998,40.640397,-73.985223000000005,40.758682999999998,45,0,49.149999999999999,0,0,,
VTS,2009-04-18 23:19:00 +00:00,2009-04-18 23:31:00 +00:00,5,1.9399999999999999,-73.978247999999994,40.786408000000002,-73.985405,40.759461999999999,9.6999999999999993,2,12.199999999999999,0,0,,
CMT,2009-04-27 00:46:05 +00:00,2009-04-27 00:56:12 +00:00,2,2.7999999999999998,-74.005776999999995,40.726118999999997,-73.985472000000001,40.759596000000002,8.9000000000000004,0,8.9000000000000004,0,0,,
CMT,2009-04-29 16:01:32 +00:00,2009-04-29 16:06:32 +00:00,1,0.5,-73.977119000000002,40.758206000000001,-73.986129000000005,40.761659000000002,4.5,0,4.5,634868,958145,"POLYGON ((-73.9764394712578 40.7581214619364,-73.976598327532 40.7579060422023,-73.9767503867523 40.7576998375395,-73.9767745997125 40.7577101622109,-73.9768209692724 40.7576472802811,-73.9771317100318 40.7577797760537,-73.9774154740771 40.7579007671518,-73.97742356012 40.7579042149693,-73.9774343310144 40.7579351377187,-73.9773324056644 40.7580733596265,-73.9771083586862 40.7583771871083,-73.9770667186544 40.7583889088032,-73.9766377370443 40.7582059993949,-73.9765660260213 40.7581754225928,-73.9764394712578 40.7581214619364))","POLYGON ((-73.985211961559 40.7618161709192,-73.9852525047151 40.7617604132795,-73.9852910705842 40.761707376697,-73.9853178204815 40.7616705881989,-73.985385099067 40.7615780636168,-73.9854746946174 40.7616157286417,-73.9855352121414 40.7616411692034,-73.9856028373081 40.7616695984955,-73.985778964274 40.761743640036,-73.9858559875267 40.7617760208517,-73.9859003470875 40.7617150153124,-73.9860316246125 40.7615344711554,-73.9860583047676 40.7615456874688,-73.9863316010216 40.7616605768606,-73.9861638307999 40.7618913083942,-73.9859828290966 40.7621402354594,-73.9859613083433 40.7621311881728,-73.9857809643518 40.7620553742023,-73.9855750832813 40.7619688245424,-73.985211961559 40.7618161709192))"
